1,001白井市役所,6,50,2,002白井聖仁会病院,6,51,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,16,016笹塚,6,52,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,17,017南山県営住宅,6,55,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,18,018南山中学校,6,56,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,19,019白井高校入口,6,57,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,20,020池の上,6,58,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,21,021池の上小学校,6,59,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,22,022池の上3丁目,7,0,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,23,023堀込3丁目,7,1,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,24,024堀込2丁目4番,7,2,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,25,025白井駅南口,7,7,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,16,016笹塚,7,8,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,2,002白井聖仁会病院,7,9,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,1,001白井市役所,7,11,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,26,026第一小学校,7,13,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,27,027天神前,7,14,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,28,028白井コミュニティセンター,7,15,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,29,029奥澤整形外科医院,7,16,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,30,030神々廻坂下,7,17,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,33,033高橋植物園,7,18,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,34,034白井オートボディー前,7,19,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,35,035白井車庫,7,20,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,36,036十余一平塚道,7,21,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,37,037十余一,7,22,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,38,038清戸道,7,23,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,40,040桜台センター,7,24,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,41,041桜台十余一公園前,7,25,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,42,042千葉ニュータウン中央駅北口,7,31,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,43,043桜台一本桜公園,7,33,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,44,044桜台メディカルクリニック,7,34,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,45,045谷田,7,39,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,46,046宗像神社,7,40,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,47,047神々廻下,7,41,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,48,048神々廻木戸入口,7,42,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,49,049神々廻みどりや,7,43,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,30,030神々廻坂下,7,44,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,29,029奥澤整形外科医院,7,45,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,28,028白井コミュニティセンター,7,46,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,27,027天神前,7,48,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,26,026第一小学校,7,49,東ルート　白井駅→福祉センター回り　第１便
1,001白井市役所,6,50,1,001白井市役所,7,50,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,16,016笹塚,6,52,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,17,017南山県営住宅,6,55,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,18,018南山中学校,6,56,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,19,019白井高校入口,6,57,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,20,020池の上,6,58,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,21,021池の上小学校,6,59,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,22,022池の上3丁目,7,0,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,23,023堀込3丁目,7,1,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,24,024堀込2丁目4番,7,2,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,25,025白井駅南口,7,7,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,16,016笹塚,7,8,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,2,002白井聖仁会病院,7,9,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,1,001白井市役所,7,11,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,26,026第一小学校,7,13,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,27,027天神前,7,14,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,28,028白井コミュニティセンター,7,15,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,29,029奥澤整形外科医院,7,16,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,30,030神々廻坂下,7,17,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,33,033高橋植物園,7,18,東ルート　白井駅→福祉センター回り　第１便
2,002白井聖仁会病院,6,51,34,034白井オートボディー前,7,19,東ルート　白井駅→福祉センター回り　第１便
